ad_archive_id,ads_count,page_name,body_text,display_format,page_like_count,total_active_time,start_date,end_date,duration_hours,media_mix,language
819708190982404,29,MathMastery,Replace social media with microlearning - just 10 minutes a day! Get your bite of knowledge anytime 💡,IMAGE,7370,18661.0,2025-11-10 08:00:00,2025-11-10 08:00:00,5.2,image-only,en
1581253536414230,29,Deepstash,"Use Deepstash for a few minutes during coffee ☕, at work or after. It's good for your career. Great for your life. Give it a shot!",VIDEO,41483,16928.0,2025-11-10 08:00:00,2025-11-10 08:00:00,4.7,video-only,en
1861266071170070,29,BiblePath: Chat with Bible,{{product.brand}},DCO,1284,14292.0,2025-11-10 08:00:00,2025-11-10 08:00:00,4.0,none,en
728813923575671,29,MathMastery,Replace social media with microlearning - just 10 minutes a day! Get your bite of knowledge anytime 💡,IMAGE,7370,18656.0,2025-11-10 08:00:00,2025-11-10 08:00:00,5.2,image-only,en
825680430164535,29,BiblePath: Chat with Bible,{{product.brand}},DCO,1284,14316.0,2025-11-10 08:00:00,2025-11-10 08:00:00,4.0,none,en
1851885902872526,29,Protocol Health,"🔬 Scientists studied 1,000 centenarians and discovered their secret: simple 5-minute daily habits that slow aging at the cellular level. Most people never learn these protocols, but now you can. Protocol app creates personalized longevity routines based on your lifestyle. ⏰ Get your custom aging-reversal plan in minutes. Download now! 📲",VIDEO,130,14159.0,2025-11-10 08:00:00,2025-11-10 08:00:00,3.9,video-only,en
1486290429266793,29,Protocol Health,"🔬 Scientists studied 1,000 centenarians and discovered their secret: simple 5-minute daily habits that slow aging at the cellular level. Most people never learn these protocols, but now you can. Protocol app creates personalized longevity routines based on your lifestyle. ⏰ Get your custom aging-reversal plan in minutes. Download now! 📲",VIDEO,130,13840.0,2025-11-10 08:00:00,2025-11-10 08:00:00,3.8,video-only,en
687641097429646,29,AyahPath,Find peace in Allah with AyahPath 🌙,VIDEO,19249,7239.0,2025-11-10 08:00:00,2025-11-10 08:00:00,2.0,video-only,en
4396287033935483,29,Duomo,"🌱 The Bible isn’t just theory—it’s a guide for life.

✅ Apply God’s Word to daily choices
✅ Strengthen relationships with Biblical wisdom
✅ Face challenges with peace and clarity

Live your faith deeply—one lesson at a time.",VIDEO,39484,12590.0,2025-11-10 08:00:00,2025-11-10 08:00:00,3.5,video-only,en
1533969681032206,6,English & Communication Training,Take 15 minutes a day for 30 days. Finish the challenge and get your full refund. It’s that simple. 💥,VIDEO,0,22445.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.2,video-only,en
1979335162911164,6,English & Communication Training,Take 15 minutes a day for 30 days. Finish the challenge and get your full refund. It’s that simple. 💥,VIDEO,0,22466.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.2,video-only,en
801788459402363,6,English & Communication Training,Take 15 minutes a day for 30 days. Finish the challenge and get your full refund. It’s that simple. 💥,VIDEO,0,22454.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.2,video-only,en
873275635133005,6,English & Communication Training,Take 15 minutes a day for 30 days. Finish the challenge and get your full refund. It’s that simple. 💥,VIDEO,0,22508.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.3,video-only,en
1324479295611891,6,English & Communication Training,Take 15 minutes a day for 30 days. Finish the challenge and get your full refund. It’s that simple. 💥,VIDEO,0,22409.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.2,video-only,en
1070416448398177,6,English & Communication Training,Take 15 minutes a day for 30 days. Finish the challenge and get your full refund. It’s that simple. 💥,VIDEO,0,22481.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.2,video-only,en
1481699259552985,6,English & Communication Training,Take 15 minutes a day for 30 days. Finish the challenge and get your full refund. It’s that simple. 💥,VIDEO,0,22464.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.2,video-only,en
1103009238706069,6,English & Communication Training,Take 15 minutes a day for 30 days. Finish the challenge and get your full refund. It’s that simple. 💥,VIDEO,0,22431.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.2,video-only,en
1488627352440099,6,English & Communication Training,Take 15 minutes a day for 30 days. Finish the challenge and get your full refund. It’s that simple. 💥,VIDEO,0,22229.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.2,video-only,en
24569920966019118,29,Deepstash,"Use Deepstash for a few minutes during coffee ☕, at work or after. It's good for your career. Great for your life. Give it a shot!",VIDEO,41483,20721.0,2025-11-10 08:00:00,2025-11-10 08:00:00,5.8,video-only,en
1022271320039797,6,English & Communication Training,Take 15 minutes a day for 30 days. Finish the challenge and get your full refund. It’s that simple. 💥,VIDEO,0,22463.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.2,video-only,en
2233979437015128,9,Now You Know.,{{product.brand}},DCO,79223,22759.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.3,none,en
1400653368514252,9,Now You Know.,{{product.brand}},DCO,79223,22827.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.3,none,en
697051063029257,9,Now You Know.,{{product.brand}},DCO,79223,22797.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.3,none,en
830332906308315,9,Now You Know.,{{product.brand}},DCO,79223,22696.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.3,none,en
1902508970702110,9,English & Communication Training,Take 15 minutes a day for 30 days. Finish the challenge and get your full refund. It’s that simple. 💥,VIDEO,0,22464.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.2,video-only,en
694782243683716,9,English & Communication Training,Take 15 minutes a day for 30 days. Finish the challenge and get your full refund. It’s that simple. 💥,VIDEO,0,22468.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.2,video-only,en
812156648277381,9,English & Communication Training,Take 15 minutes a day for 30 days. Finish the challenge and get your full refund. It’s that simple. 💥,VIDEO,0,22467.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.2,video-only,en
1355688466061048,9,English & Communication Training,Take 15 minutes a day for 30 days. Finish the challenge and get your full refund. It’s that simple. 💥,VIDEO,0,22470.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.2,video-only,en
833647942474343,9,English & Communication Training,Take 15 minutes a day for 30 days. Finish the challenge and get your full refund. It’s that simple. 💥,VIDEO,0,10652.0,2025-11-10 08:00:00,2025-11-10 08:00:00,3.0,video-only,en
703394416142957,9,English & Communication Training,Take 15 minutes a day for 30 days. Finish the challenge and get your full refund. It’s that simple. 💥,VIDEO,0,22444.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.2,video-only,en
1517213859511729,10,Headway App,"📱 Replace scrolling with personal development!
Every hour spent mindlessly scrolling could be an hour spent learning, growing, and improving yourself.
With just 15 minutes a day, you can:
✅ Absorb powerful insights from bestselling books
✅ Upgrade your mindset and skills
✅ Build a habit of intentional learning
Start feeding your mind instead of your feed!",VIDEO,256158,23447.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.5,video-only,en
2656027048084098,10,Deepstash,"Use Deepstash for a few minutes during coffee ☕, at work or after. It's good for your career. Great for your life. Give it a shot!",VIDEO,41483,23618.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,video-only,en
1406456387717728,10,Deepstash,"Use Deepstash for a few minutes during coffee ☕, at work or after. It's good for your career. Great for your life. Give it a shot!",VIDEO,41483,23854.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,video-only,en
2513414682372173,10,Deepstash,"Use Deepstash for a few minutes during coffee ☕, at work or after. It's good for your career. Great for your life. Give it a shot!",VIDEO,41483,23601.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,video-only,en
643502212064791,10,Deepstash,"Use Deepstash for a few minutes during coffee ☕, at work or after. It's good for your career. Great for your life. Give it a shot!",VIDEO,41483,23599.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,video-only,en
1782534619056288,10,Grano.app,"Enquanto sua equipe tenta reter conteúdo em PDFs e vídeos longos, outras empresas já estão usando microlearning com dados, engajamento e atualização contínua.

A Grano transforma a capacitação em um processo vivo, no formato que as pessoas realmente consomem.

👉 Quer ver como funciona na prática?

#Microlearning #CapacitaçãoEficiente
#TransformaçãoDigital #AprendizadoAtivo",CAROUSEL,6,23315.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.5,both,pt
2022030465231109,10,The Speaking Room,"🎤 Unlock Your True Voice: Transform your speaking with Skillsta—the 5-minute app that helps you succeed and build stronger connections, both professionally and personally ✨",VIDEO,556,23712.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,video-only,en
813085561499394,10,Deepstash,"Use Deepstash for a few minutes during coffee ☕, at work or after. It's good for your career. Great for your life. Give it a shot!",VIDEO,41483,23381.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.5,video-only,en
694946237008513,10,Now You Know.,{{product.brand}},DCO,79223,22932.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.4,none,en
1330712044874396,10,The Speaking Room,"🎤 Afraid to speak in public? Master communication with just 5 min a day! Skillsta trains you in public speaking & persuasion so you can reach your goals faster.
Whether it’s a talk with your boss, pitching to investors, or inviting someone for a date—Skillsta has your back.
Start now & deepen your relationships, both personal & professional 🤝",VIDEO,556,23136.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.4,video-only,en
1331227394767538,10,Headway App,"🚀 15 Minutes a Day Can Change Everything!
No time for books? No problem.
✅ Learn from bestselling books in just 15 minutes
✅ Read or listen like a podcast—anytime, anywhere
✅ Save key insights and apply them instantly
Upgrade your mind without rearranging your life.",VIDEO,256158,23799.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,video-only,en
814420561201446,10,Headway App,"🚀 15 Minutes a Day Can Change Everything!
No time for books? No problem.
✅ Learn from bestselling books in just 15 minutes
✅ Read or listen like a podcast—anytime, anywhere
✅ Save key insights and apply them instantly
Upgrade your mind without rearranging your life.",VIDEO,256158,23812.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,video-only,en
1463064931466045,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",VIDEO,256158,23848.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,video-only,en
1230309132251521,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",VIDEO,256158,23823.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,video-only,en
1369430494733201,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",VIDEO,256158,23844.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,video-only,en
851283340692944,10,Headway App,"🚀 15 Minutes a Day Can Change Everything!
No time for books? No problem.
✅ Learn from bestselling books in just 15 minutes
✅ Read or listen like a podcast—anytime, anywhere
✅ Save key insights and apply them instantly
Upgrade your mind without rearranging your life.",VIDEO,256158,23482.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.5,video-only,en
1359704879214249,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",VIDEO,256158,24029.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.7,video-only,en
1139691598334837,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",VIDEO,256158,23813.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,video-only,en
2027699771347639,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",VIDEO,256158,23474.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.5,video-only,en
879136361945984,10,Headway App,"🚀 15 Minutes a Day Can Change Everything!
No time for books? No problem.
✅ Learn from bestselling books in just 15 minutes
✅ Read or listen like a podcast—anytime, anywhere
✅ Save key insights and apply them instantly
Upgrade your mind without rearranging your life.",VIDEO,256158,23684.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,video-only,en
2598348433850333,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",IMAGE,256158,23889.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,image-only,en
1223155299636472,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",IMAGE,256158,23922.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,image-only,en
1199105502077671,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",IMAGE,256158,23927.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,image-only,en
1511591046593664,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",IMAGE,256158,23893.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,image-only,en
2040425266735037,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",IMAGE,256158,23818.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,image-only,en
2242591582919735,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",IMAGE,256158,23919.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,image-only,en
850091374187166,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",IMAGE,256158,23923.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,image-only,en
2824494601079730,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",IMAGE,256158,23920.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,image-only,en
2160378964372088,10,Headway App,"🚀 15 Minutes a Day Can Change Everything!
No time for books? No problem.
✅ Learn from bestselling books in just 15 minutes
✅ Read or listen like a podcast—anytime, anywhere
✅ Save key insights and apply them instantly
Upgrade your mind without rearranging your life.",IMAGE,256158,23951.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.7,image-only,en
2260795817744662,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",IMAGE,256158,23949.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.7,image-only,en
1370332331148666,10,Betty Holland,"There is no better time than right now to boost your Productivity and achieve your goals! 🔥🔥 
1️⃣Take a 1-minute quiz 
2️⃣Get a tailored Productivity Boost Plan that suits your routine 
3️⃣Track progress and stay motivated 
4️⃣See noticeable improvements in 4 weeks!",VIDEO,4031,25377.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.0,video-only,en
1525002041774532,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",IMAGE,256158,23917.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,image-only,en
1733904980609893,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",IMAGE,256158,23964.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.7,image-only,en
655698587480687,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",IMAGE,256158,23959.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.7,image-only,en
25044352171925581,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",IMAGE,256158,23942.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.7,image-only,en
1554781595526599,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",IMAGE,256158,23894.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.6,image-only,en
25796237609979641,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",IMAGE,256158,23956.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.7,image-only,en
2092092487990223,10,Headway App,"🏈 If you came to this point, you are definitely ready to take action.
Want to help your kid excel? In sports, in school, in life?
Download this 🤝 microlearning app and gain expert insights on how to guide your child’s success.",IMAGE,256158,23941.0,2025-11-10 08:00:00,2025-11-10 08:00:00,6.7,image-only,en
1560990474892888,10,Betty Holland,"There is no better time than right now to boost your Productivity and achieve your goals! 🔥🔥 
1️⃣Take a 1-minute quiz 
2️⃣Get a tailored Productivity Boost Plan that suits your routine 
3️⃣Track progress and stay motivated 
4️⃣See noticeable improvements in 4 weeks!",VIDEO,4031,25328.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.0,video-only,en
1565298384811249,8,Wiser: Microlearning App,{{product.brand}},DCO,4461,26317.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.3,none,en
1068068538674376,8,Wiser: Microlearning App,{{product.brand}},DCO,4461,26035.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.2,none,en
1143563934648699,8,Fun & Easy Growth,"🥑 Nom d'un guacamole!
Devenez la personne la plus intéressante de la pièce ! 👉",IMAGE,37326,26113.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.3,image-only,fr
709407471687784,8,Fun & Easy Growth,"🥑 Nom d'un guacamole!
Devenez la personne la plus intéressante de la pièce ! 👉",IMAGE,37326,26119.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.3,image-only,fr
2283295512156939,8,Wiser: Microlearning App,{{product.brand}},DCO,4461,25958.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.2,none,en
1384184800029790,8,Fun & Easy Growth,"🥑 Nom d'un guacamole!
Devenez la personne la plus intéressante de la pièce ! 👉",IMAGE,37326,26483.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.4,image-only,fr
2044853522997130,8,Wiser: Microlearning App,{{product.brand}},DCO,4461,26410.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.3,none,en
1991996671584518,8,MathMastery,Replace social media with microlearning - just 10 minutes a day! Get your bite of knowledge anytime 💡,VIDEO,7370,26258.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.3,video-only,en
1320220580142147,8,Wiser: Microlearning App,{{product.brand}},DCO,4461,26481.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.4,none,en
855118193583788,8,Betty Holland,"There is no better time than right now to boost your Productivity and achieve your goals! 🔥🔥 
1️⃣Take a 1-minute quiz 
2️⃣Get a tailored Productivity Boost Plan that suits your routine 
3️⃣Track progress and stay motivated 
4️⃣See noticeable improvements in 4 weeks!",VIDEO,4031,25333.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.0,video-only,en
1181545277237791,8,MathMastery,Replace social media with microlearning - just 10 minutes a day! Get your bite of knowledge anytime 💡,VIDEO,7370,26263.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.3,video-only,en
1341304297500583,8,MathMastery,Replace social media with microlearning - just 10 minutes a day! Get your bite of knowledge anytime 💡,VIDEO,7370,26235.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.3,video-only,en
876142158179481,8,MathMastery,Replace social media with microlearning - just 10 minutes a day! Get your bite of knowledge anytime 💡,VIDEO,7370,26088.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.2,video-only,en
869732419555349,8,MathMastery,Replace social media with microlearning - just 10 minutes a day! Get your bite of knowledge anytime 💡,VIDEO,7370,26215.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.3,video-only,en
1876339076305256,8,Wiser: Microlearning App,{{product.brand}},DCO,4461,26447.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.3,none,en
1477303133377953,8,Wiser: Microlearning App,{{product.brand}},DCO,4461,26259.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.3,none,en
1144740887740548,8,MathMastery,Replace social media with microlearning - just 10 minutes a day! Get your bite of knowledge anytime 💡,VIDEO,7370,26264.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.3,video-only,en
831860229328318,8,Fun & Easy Growth,"🥑 Nom d'un guacamole!
Devenez la personne la plus intéressante de la pièce ! 👉",IMAGE,37326,26129.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.3,image-only,fr
814175958091556,8,Wiser: Microlearning App,{{product.brand}},DCO,4461,26411.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.3,none,en
1563107548012094,8,Wiser: Microlearning App,{{product.brand}},DCO,4461,26330.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.3,none,en
1990180315095917,10,webdoor,"¿Formación iniciada, finalización ausente en tu equipo?
Dejá de perder tiempo y presupuesto: convertimos abandono en finalización mediante diseño instruccional estratégico.
Microlearning con intención, gamificación que moviliza, storytelling que engancha y analíticas que prueban resultados.
23 años entregando soluciones a organizaciones — +200 casos donde la formación dejó de ser un gasto para ser un impacto.
Agendá un diagnóstico gratuito: escribinos por WhatsApp +54 9 351 592 1176 o mandanos DM. 🚀

👉 ¿Querés que tus colaboradores terminen lo que empiezan?
WEBDOOR — EXPERTOS EN ELEARNING, ALIADOS EN FORMACIÓN.

#elearning #capacitacion #diseñoinstruccional #retencion #microlearning #gamificacion #talento #webdoor",IMAGE,0,30938.0,2025-11-10 08:00:00,2025-11-10 08:00:00,8.6,image-only,es
1083605173702651,10,webdoor,"¿Tu equipo estará listo para 2026?

No esperes al año que viene para diseñar la formación que tu organización necesita hoy. En WEBDOOR — EXPERTOS EN ELEARNING, ALIADOS EN FORMACIÓN hacemos todo: desde el LMS / aula virtual hasta contenidos a medida, creativos y gamificados con storytelling que generan engagement real en los colaboradores.

Qué podemos ofrecerte ahora:
• Implementación LMS / Moodle
• Contenidos a medida y microlearning
• Gamificación, serious games y storytelling
• Capacitación a administradores y soporte de puesta en marcha

🎯 Oferta especial: -20% para las primeras 5 empresas que soliciten diagnóstico.
No dejes la formación para mañana: Solicitá diagnóstico y empezá a preparar a tu equipo para el futuro.
📱Solicitá diagnóstico; +54 9 351 5 92 11 76

#WEBDOOR #Elearning #Formación #Capacitación #Microlearning #Gamificación #Storytelling #Moodle #RRHH #TransformaciónDigital",IMAGE,0,30738.0,2025-11-10 08:00:00,2025-11-10 08:00:00,8.5,image-only,es
1161643258774037,10,MathMastery,Replace social media with microlearning - just 10 minutes a day! Get your bite of knowledge anytime 💡,VIDEO,7370,26269.0,2025-11-10 08:00:00,2025-11-10 08:00:00,7.3,video-only,en
